Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
0.7728813559322076,0.47053302044921214,0.2509942554131684,0.19093300324926504,0.557318415832403,1
0.7673343605547036,0.47033188065705656,0.25305641478862867,0.18644592294600032,0.5548072341757161,1
0.7673343605547036,0.46932618169627893,0.2509942554131684,0.18613646913198206,0.5537610627358176,1
0.7673343605547036,0.4673147837747234,0.2509942554131684,0.18288720408479034,0.5516687596881114,1
0.7580893682588643,0.4673147837747234,0.2509942554131684,0.1805663004796534,0.5478506832034215,1
0.7580893682588643,0.4673147837747234,0.24686993666224774,0.17840012378152562,0.5478506832034215,1
0.7580893682588643,0.4673147837747234,0.24686993666224774,0.17881272886688349,0.5478506832034215,1
0.7580893682588643,0.4673147837747234,0.24686993666224774,0.1771623085254526,0.5478506832034215,1
0.7580893682588643,0.4673147837747234,0.24686993666224774,0.17117953478776607,0.5478506832034215,1
0.753466872110944,0.4661973404849704,0.24686993666224774,0.1703543246170509,0.5447884628580125,1
0.753466872110944,0.46507989719521725,0.24686993666224774,0.17174686678013307,0.5436314522715878,1
0.7580893682588643,0.4628450106157113,0.24686993666224774,0.17221104750116045,0.5432155622928199,1
0.7580893682588643,0.4658248593883875,0.24686993666224774,0.16756924029088657,0.5463056139386115,1
0.7488443759630243,0.46507989719521725,0.24686993666224774,0.17004487080303266,0.541732368699081,1
0.7395993836671845,0.46396245390546426,0.24686993666224774,0.16911650936097788,0.5367901769599283,1
0.7395993836671845,0.46396245390546426,0.2465753424657534,0.16571251740677703,0.5367901769599283,1
0.7395993836671845,0.4673147837747234,0.0,0.16633142503481355,0.5402452523221881,0
0.7294298921417607,0.47133757961783435,0.0,0.16849760173294137,0.5402119588785411,0
0.7294298921417607,0.4758073527768466,0.0,0.16849760173294137,0.544803633597654,0
0.719260400616337,0.4758073527768466,0.0,0.17097323224508743,0.540620909593336,0
0.719260400616337,0.4758073527768466,0.0,0.17128268605910568,0.540620909593336,0
0.719260400616337,0.4758073527768466,0.0,0.17097323224508743,0.540620909593336,0
0.719260400616337,0.4782657280143033,0.0,0.17221104750116045,0.5431379124766722,0
0.719260400616337,0.48072410325175996,0.0,0.1703543246170509,0.545654992224019,0
0.719260400616337,0.48072410325175996,0.0,0.17128268605910568,0.545654992224019,0
0.7007704160246571,0.4782657280143033,0.0,0.17097323224508743,0.5355491879618675,0
0.7007704160246571,0.48072410325175996,0.0,0.1689102068182992,0.5380508283413333,0
0.7007704160246571,0.48072410325175996,0.0,0.1697354169890144,0.5380508283413333,0
0.7007704160246571,0.48072410325175996,0.0,0.1703543246170509,0.5380508283413333,0
0.6924499229584016,0.48072410325175996,0.0,0.1592139873123936,0.534642298995549,0
0.6841294298921454,0.47908518642678743,0.0,0.15838877714167846,0.5295834748824747,0
0.6841294298921454,0.48072410325175996,0.0,0.1592139873123936,0.5312420279608175,0
0.6841294298921454,0.48072410325175996,0.0,0.15735726442828407,0.5312420279608175,0
0.6779661016949252,0.4774462696018191,0.0,0.1558099953581928,0.5254183531818548,0
0.6841294298921454,0.4851938764107722,0.0,0.1592139873123936,0.535765524182108,0
0.6656394453004663,0.4774462696018191,0.0,0.15942028985507228,0.5204186492702028,0
